id,user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,retweets,favorites,is_retweet,Subjectivity,Polarity,Sentiment
1337774059237629952,"Richard Dunne, MD","Rochester, NY","Husband, Girl Dad, GI Oncologist @wilmotcancer w/ research focus in #cachexia, weight loss, #pancreaticcancer & love of sport, @notredame alum, tweets my own",2012-04-23 12:18:55,1982,608,9110,False,2020-12-12 14:59:25,anyone wondering why day after pfizerbiontech approval in the uk people were getting vaccinated but all we are tol ,['PfizerBioNTech'],Twitter for iPhone,0,2,False,0.0,0.0,Neutral
1337773965595598848,City A.M.,"London, England","London's business newspaper - News, Opinion, and Analysis. For all distribution queries, see @CityAMDist.",2009-06-09 13:53:06,66224,603,771,True,2020-12-12 14:59:02,trump announces vaccine rollout in less than  hoursthe first americans will be vaccinated against ,['vaccine'],Buffer,1,0,False,0.19999999999999998,0.04166666666666667,Positive
1337770118017900550,Devan Surendran,"Nottingham, England","NHS Doctor | Singer | Travel, nature and dog lover!",2010-01-16 23:59:43,116,86,268,False,2020-12-12 14:43:45,no of  donethankyounhs   and pfizerbiontech  for making the covidvaccine dream poss ,"['ThankYouNHS', 'PfizerBioNTech', 'CovidVaccine']",Twitter Web App,1,10,False,0.0,0.0,Neutral
1337769867676704770,Tamer Yazar,Turkey-Israel,"Im Market Analyst, also Editor... working (freelance) for some companies that need analysis for their products in Int. Markets 
- Instagram :  tamervisits -",2009-09-17 16:45:16,1302,78,339,False,2020-12-12 14:42:45,wear a mask wash your hands and remain socially distant when possible stayhome stayathome stayathomesavelives ,"['stayhome', 'StayAtHome', 'StayAtHomeSaveLives']",Twitter Web App,0,0,False,0.675,-0.05,Negative
1337769507402768384,Michael Finn,"Crete, Greece","Hellenic National Healthcare, Agios Nikolaos General Hospital, bassist & guitarist    e-mail:finnmike@ymail.com",2011-10-17 19:03:34,151,235,838,False,2020-12-12 14:41:19, pfizerbiontech fda approval apprentice style approve the vaccine or you ,"['PfizerBioNTech', 'FDA', 'vaccine']",Twitter for iPad,0,0,False,0.0,0.0,Neutral
1337765770420506625,Emiliano Pacelli,"Rome, Italy",#IBMCloud and #AIApplications passionate helping companies #B2BCollaboration and #SupplyChain innovation. Retweets/likes aren't endorsements.Opinion are my owns,2019-07-29 20:03:23,75,291,685,False,2020-12-12 14:26:28,interesting and very detailed article showing up how a well tested supplychain with sharedvisibility will help d ,"['supplychain', 'sharedvisibility']",Twitter for iPad,0,0,False,0.7375,0.51,Positive
1337761915087560707,🦑Dr. Kraken-Elect Lipstick 💋,Not Today ,Married. National news investigative/independent contributor #StandWithIsrael #StandWithTrump #BackTheBlue 👉🏼On PARLER @LipstickPrime 🚫 DM’s for tips only.,2011-06-01 17:10:58,5166,5228,19389,False,2020-12-12 14:11:09, vaccine trumpvaccine astrazeneca pfizerbiontech pfizervaccine pfizercovidvaccine  pfizers covid belong ,"['Vaccine', 'TrumpVaccine', 'AstraZeneca', 'PfizerBioNTech', 'Pfizervaccine', 'PfizerCovidVaccine', 'Pfizer']",Twitter for iPhone,0,0,False,0.0,0.0,Neutral
1337760271151063040,Andy Thomas,London,Retweets not necessarily endorsements.,2009-03-07 20:39:15,1151,4301,95963,False,2020-12-12 14:04:37,  deaths so far its only death nothing to worry about then covidvaccinespfizervaccine ,"['CovidVaccines', 'Pfizervaccine']",Twitter for Android,0,2,False,1.0,0.05,Positive
1337744008500703232,Contagion,"Cranbury, NJ","Providing timely news to improve the diagnosis, treatment, and prevention of infectious diseases.",2016-01-29 15:54:55,5998,815,5867,False,2020-12-12 13:00:00,icymi the fda authorized the pfizerbiontech covid vaccine for the united states last night,"['ICYMI', 'FDA', 'PfizerBioNTech', 'COVID19', 'Vaccine']",TweetDeck,0,1,False,0.06666666666666667,0.0,Neutral
1337742528108519424,Rajat Kotra,"London, England","Ever-curious polymath,#global leader#startups#entrepreneurr#Digital#Analytics#AI#bigdata#IoT#fitness#trekking#singlemalt#meditation:doting dad;views personal",2009-12-03 12:03:28,754,917,220,False,2020-12-12 12:54:07,vaccine anyone covid pfizervaccine pfizerbiontech ,"['covid', 'Pfizervaccine', 'PfizerBioNTech']",Twitter for Android,0,0,False,0.0,0.0,Neutral
1337739607857917954,Shahjhan Malik | #WearAMask,"Nottinghamshire, England",Solicitor.Dual Qualified.Single Parent Of 2 Amazing Boys. HR activist.Occasionally Write 4 @geonews_english @thenews_intl.Pursuing Justice Until Justice Is Done,2017-06-22 06:22:55,41708,2868,47862,False,2020-12-12 12:42:31,an immigrant muslim couple find the covid vaccine covidvaccine pfizerbiontech pfizervaccine pfizerproud,"['CovidVaccine', 'PfizerBioNTech', 'Pfizervaccine', 'PfizerProud']",Twitter for iPhone,2,37,False,0.0,0.0,Neutral
1337734069816348673,Farooq Anees,"دبي, الامارات العربية المتحدة",Somethings are better not be disclosed.... \o/,2010-12-23 11:51:01,293,319,165,False,2020-12-12 12:20:30,ladies and gentlemen now we have covidvaccine experts in each and every household of pakistan pfizerbiontech oxfordvaccine ,"['CovidVaccine', 'Pakistan', 'PfizerBioNTech', 'oxfordvaccine']",Twitter for Android,0,0,False,0.0,0.0,Neutral
1337733927885303808,KHuntson,USA🇺🇸,"RN, health educator, writer, researcher, wife, mom, truth-seeker. Covid-19 is a crime against humanity. There is no such thing as a risk-free world.",2014-01-31 01:25:24,2035,1672,6734,False,2020-12-12 12:19:56,fact sheet for healthcare providers administering vaccinepfizerbiontech covidvaccine ,"['PfizerBioNTech', 'CovidVaccine']",Twitter Web App,0,0,False,0.0,0.0,Neutral
1337733048914358272,"Party politics isn't working for anyone, anywhere","Wales, United Kingdom","No lie to another is respectful; no lie to yourself is healthy.   ""Official lies"" should mean ""Official jail""",2016-08-03 20:11:00,761,504,33675,False,2020-12-12 12:16:27,   its the only one which doesnt have any side effects the pfizerbiontech a ,['PfizerBioNTech'],Twitter Web App,0,0,False,1.0,0.0,Neutral
1337732996380696578,KHuntson,USA🇺🇸,"RN, health educator, writer, researcher, wife, mom, truth-seeker. Covid-19 is a crime against humanity. There is no such thing as a risk-free world.",2014-01-31 01:25:24,2035,1672,6734,False,2020-12-12 12:16:14,fact sheet for recipients and caregiverspfizerbiontech covidvaccine ,"['PfizerBioNTech', 'CovidVaccine']",Twitter Web App,0,0,False,0.0,0.0,Neutral
1337728701820268544,City A.M.,"London, England","London's business newspaper - News, Opinion, and Analysis. For all distribution queries, see @CityAMDist.",2009-06-09 13:53:06,66224,603,771,True,2020-12-12 11:59:10,trump announces vaccine rollout in less than  hoursthe first americans will be vaccinated against ,['vaccine'],Twitter Web App,0,2,False,0.19999999999999998,0.04166666666666667,Positive
1337727767551553536,Daily News Egypt,Egypt,Egypt's Only Daily Independent Newspaper in English,2009-04-26 07:56:24,278080,116,765,True,2020-12-12 11:55:28,fda authorizes pfizerbiontech coronavirus vaccine for emergency use,"['FDA', 'PfizerBioNTech', 'coronavirus']",Twitter Web App,1,1,False,0.0,0.0,Neutral
1340571472025141248,IP_Man,America,"One Man, 
With One Statistically Impossible Graph,
The Republic Of The United States At Stake, 
You Need To Wake Up Friends Neighbors To The Fact They CHEATED!",2012-06-21 01:41:33,625,477,14475,False,2020-12-20 08:15:20,when the covidvaccine poisons enough of the left with side effects like bellspalsy or  as they are flocking ,"['CovidVaccine', 'BellsPalsy']",Twitter Web App,0,0,False,0.25,0.0,Neutral
1339891037712637952,Euranet Plus,The European Union,The leading radio network for EU news,2013-03-29 13:30:06,6006,3551,3954,False,2020-12-18 11:11:32,as news gets set to approve pfizerbiontech vaccine rollout preparations pick up pace across eu meanwhile ,"['PfizerBioNTech', 'vaccine', 'EU']",Twitter Web App,2,0,False,0.0,0.0,Neutral
1338631874814619653,Dr. Taha Khan,India | USA,MD/MPH • PGY1 Peds/Child Neurology @theBCRP (@The_BMC + @BostonChildrens) • #ClassOf2020 VP @HarvardChanSPH • @DalMedSchool alum • CEO @ChildAwarePro |Views own,2013-12-30 08:51:23,855,3046,8236,False,2020-12-14 23:48:04,ive never been so excited to get a vaccine covidvaccine pfizerbiontech vaccinessavelives vaccineswork ,"['CovidVaccine', 'PfizerBioNTech', 'VaccinesSaveLives', 'VaccinesWork']",Twitter for iPhone,1,10,False,0.75,0.375,Positive
1338623197390852100,theDove,"Medford, OR",theDove | Radio | TV | Online | Mobile Providing Hope | Affirming Faith,2009-11-24 18:02:18,649,439,342,False,2020-12-14 23:13:35,the first covid vaccine doses have arrived in oregon  watch morningsonthedove from am am tomorrow for det ,['MorningsontheDove'],TweetDeck,1,0,False,0.3333333333333333,0.25,Positive
1338619778689163266,Iran International English,"London, UK",The first 24/7 hours Persian News Channel | Official English account of @IranIntl,2018-08-12 22:29:41,17943,4,7,True,2020-12-14 23:00:00,iran has told the world health organization it does not intend to import the pfizerbiontech covid vaccine bec ,"['Iran', 'PfizerBioNTech', 'vaccine']",TweetDeck,0,2,False,0.0,0.0,Neutral
1338618629667995649,"Nicole Van Groningen, MD","Los Angeles, CA","Assistant Professor of Medicine and Hospitalist at @CedarsSinai. Freelance writer. Tweets on health, wellness, advocacy, and COVID19. #WearAMask.",2014-08-02 02:30:33,1946,807,1031,False,2020-12-14 22:55:26,concerned about the side effects of the pfizerbiontech covid vaccine  check out my recap  ,"['PfizerBioNTech', 'COVID19']",Twitter for iPhone,1,7,False,0.0,0.0,Neutral
1338612922600333315,Kris LaGrange,"LI, NYC, NJ, PA, NE, USA",UCOMM Blog aggregates activist news you can use from the people who work and organize every day on https://t.co/PjMpFcwoQY and produces a weekly Live podcast.,2011-01-27 21:42:20,24686,6077,2994,False,2020-12-14 22:32:45,members of the  delivered the first covidvaccine this morningteamstersupscovid pfizer ,"['COVID19Vaccine', 'teamsters', 'UPS', 'COVID19', 'Pfizer']",Twitter Web App,8,18,False,0.3333333333333333,0.25,Positive
1338611079258128385,"Katharine Liang, MD, PhD","Seattle, WA","Psychiatry chief resident studying stress @UWMedicine @UWPsychiatry • @UNC_SOM • #MedTwitter #PsychTwitter #doubledocs • mother, violinist, adventurer",2018-12-22 06:43:23,374,486,1790,False,2020-12-14 22:25:26,getting my first dose of the pfizerbiontech covidvaccine next weekend and seeing this unboxing just made it so r ,"['PfizerBioNTech', 'CovidVaccine', 'UNBOXING']",Twitter for iPhone,0,2,False,0.16666666666666666,0.125,Positive
1338596870634041349,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",2018-01-15 22:24:45,1070,1191,50770,False,2020-12-14 21:28:58,canada pfizerbiontech  female sterilization pfizer untested no liabilities crimesagainsthumanity ,"['PfizerBioNTech', 'Pfizer', 'CrimesAgainstHumanity']",Twitter Web App,0,0,False,0.16666666666666666,0.0,Neutral
1338595737190404099,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",2018-01-15 22:24:45,1070,1191,50770,False,2020-12-14 21:24:28,canada key crushcovid milestone achieved with shutting down amp coverup of pfizerbiontech      untested no l ,"['crushCovid', 'CoverUp', 'PfizerBioNTech']",Twitter Web App,0,2,False,0.6444444444444445,-0.07777777777777779,Negative
1338594342265556995,Emily Manley,"Jefferson City, MO",#MO Chief Capitol reporter for @FOX2now @KPLR11 @fox4kc @KSNLocalNews @kolr10kozl @KODENews - @UISedu PAR & @WesternILUniv Alum - #STLCards & #STLBlues fan,2012-12-19 08:19:33,1494,1646,20205,False,2020-12-14 21:18:55,inbox   says shipments of the pfizerbiontech vaccine will continue to ship to missouris  vaccinat ,"['INBOX', 'PfizerBioNTech']",Twitter for iPhone,5,3,False,0.0,0.0,Neutral
1338594150720045056,"4 Luv Of Lambs, Lurchers, Hedgehogs",Hawaii & HongKong ,Respect1Another|HI.TIDE|Advocacy4Voiceless♿️ Laugh Daily. SpirulinaJunkie.If like:R/T,2017-12-15 11:03:58,542,2537,9157,False,2020-12-14 21:18:10,     pfizerbiontech are germany based lets just hope the small numbers are ,['PfizerBioNTech'],Twitter for iPad,0,1,False,0.4,-0.25,Negative
1338590172523470848,Joanbeam3000,La Belle Province,"Be yourself, everyone else is already taken. ~ Oscar Wilde     #Twinja",2014-10-06 04:28:08,2597,4988,338282,False,2020-12-14 21:02:21,    screenshot  of that qp exchange unfortunately hansard does not c ,['QP'],Twitter Web App,1,5,False,1.0,-0.5,Negative
1338587949370322952,Susan Kirchdoerffer,"wilmington,de","Physician, entrepreneur, lover of chocolate, reality show junkie, passport on the ready.",2009-04-16 18:40:52,267,590,15591,False,2020-12-14 20:53:31, as a physician currently with covid i cried  vaccinessavelives pfizerbiontech,"['VaccinesSaveLives', 'PfizerBioNTech']",Twitter for iPhone,0,1,False,0.4,0.0,Neutral
1338578278056144897,India Grace McAlister,Toronto ,Cat Mom. india.mcalister@cbc.ca - Hit me up if you have any stories about Canadian kids! @cbckidsnews,2016-11-22 21:13:54,471,2823,52273,False,2020-12-14 20:15:05,the first ontarian was vaccinated just minutes later a psw anita quidangen in torontopfizerbiontech ,['PfizerBioNTech'],Twitter Web App,0,1,False,0.16666666666666666,0.125,Positive
1338578173777358849,Trudeau Kabuki 🎭 🐵 🤡 ☻,Moronto City Of #Morons Canada,"Anti-Trudeau #FireTrudeau #TraitorTrudeau
#TrudeauDictatorship #TrudeauCorruption 
Potus2020🥊🥊🥊
Views are my own.",2018-01-15 22:24:45,1070,1191,50770,False,2020-12-14 20:14:40, would  you take the vaccinelisten to the expert pfizerbiontech  untested ,['PfizerBioNTech'],Twitter Web App,0,1,False,0.0,0.0,Neutral
1338574693087936513,Prof. Manish Thakur,India,#Proprietor English Academy #Blockchain #AI #IoT #Fintech #BigData #AR #VR #ML #finserv #iiot #cryptocurrencies #finance  #spotifypodcast - The Alchemist Reads,2012-06-11 13:50:05,3372,1713,119631,False,2020-12-14 20:00:51,ugursahin ozlemtureci the muslim scientists husbandwife are saving the world with their pfizerbiontech ,"['UgurSahin', 'ozlemtureci', 'Muslim', 'PfizerBioNTech']",Twitter for Android,0,0,False,0.0,0.0,Neutral
1338572466898100224,AcceGen,"New Jersey, USA",AcceGen developed significant expertise in cell and genomic research.🧫🧬,2017-08-28 07:03:43,12,63,19,False,2020-12-14 19:52:00,how the pfizerbiontech vaccine worksthis article made a detailed explanationcovid ,"['PfizerBioNTech', 'COVID19']",Twitter Web App,0,0,False,0.75,0.4,Positive
1338567331778232320,Karleigh Stone,"Sacramento, CA","Show Producer at @ABC10
@MedillSchool @NorthwesternU Alum
Happiest while traveling, on the beach, at Disney, playing softball, and snuggling my fur babies.",2012-04-05 01:44:31,340,722,7186,False,2020-12-14 19:31:35,first us covid vaccinations today  thank you to everyone stepping up and getting it  covidvaccine ,['CovidVaccine'],Twitter for Android,0,0,False,0.3333333333333333,0.25,Positive
1338566353570033664,TheAfroNews-TAN,"Vancouver, BC, Canada",TheAfroNews-TAN Bridging Cultures Through Communication Print -Online -Digital Media,2009-05-11 19:13:29,1547,2625,511,False,2020-12-14 19:27:42,anitaquidangen a personal support worker in toronto became one of the first people in canada to receive a ,"['AnitaQuidangen', 'Toronto', 'Canada']",Twitter Web App,0,0,False,0.31666666666666665,0.125,Positive
1338565957866778624,Genevieve Reaume,"Oregon, USA",Emmy-award winning @KATUnews reporter • shootin' for the moon • #miz • #pdx • formerly @kdrv & @komunews • tweets are my own.,2015-06-22 18:41:01,4276,1704,5877,True,2020-12-14 19:26:08,the state is supposed to get  doses total of the pfizerbiontech vaccine this weekthe remained  will ,['PfizerBioNTech'],Twitter Web App,0,0,False,0.75,0.0,Neutral
1338565402381537281,Evan J. Lancaster,LA | OC ,"Journalist covering Irvine | @LAWeekly | Cat dad | @CSUF, @Foodbeast, @Tastemade, @OCRegister, @TheDailyTitan alumnus 📧 Evan@Laweekly.com",2009-03-20 03:11:57,401,1306,1621,False,2020-12-14 19:23:55,orangecounty will get k doses of  pfizerbiontech vaccine by wednesday dec   confirms ,"['OrangeCounty', 'PfizerBioNTech']",Twitter for iPhone,0,1,False,0.0,0.0,Neutral
1338565238082265089,Genevieve Reaume,"Oregon, USA",Emmy-award winning @KATUnews reporter • shootin' for the moon • #miz • #pdx • formerly @kdrv & @komunews • tweets are my own.,2015-06-22 18:41:01,4276,1704,5877,True,2020-12-14 19:23:16,breaking  just in from  on covid vaccinelegacy health is the first registered covid vaccine ,"['BREAKING', 'COVID19', 'vaccine']",Twitter Web App,1,6,False,0.3333333333333333,0.25,Positive
1338564311518769152,Joanbeam3000,La Belle Province,"Be yourself, everyone else is already taken. ~ Oscar Wilde     #Twinja",2014-10-06 04:28:08,2597,4988,338282,False,2020-12-14 19:19:35,   ruhroh anita i also sawheard michelle rempel suggest  during qp in the house ,['QP'],Twitter Web App,3,16,False,0.0,0.0,Neutral
1338557609540894720,Next Shot,"California, USA",Too busy to read news? We got you covered. Next Shot - A flash news platform for the next generation.,2020-11-13 07:28:48,18,37,38,False,2020-12-14 18:52:57,canadian pm justin trudeau announced the arrival of the first of the vaccine vials in the country biontech pfizerbiontech,"['BioNTech', 'PfizerBioNTech']",Twitter for Android,0,0,False,0.3333333333333333,0.25,Positive
1338555378448076803,Aru Sivananthan 🇬🇧 🇦🇺,London,"Chair British #Tamil Conservatives, @BTConservatives, #HumanRights, #CivilLiberty, #FreeMarkets, Love #London, Second home #Sydney. Retweets Not Endorsement",2009-07-03 18:47:06,1066,735,4213,False,2020-12-14 18:44:06,privileged be offered the pfizerbiontech vaccine i would encourage everyone to take it up itll help protect peo ,['PfizerBioNTech'],Twitter for iPhone,1,4,False,0.0,0.0,Neutral
1338555267244584969,Meghna W,"New York, NY","Bougainvillea, pop art, sign boards and breakfast. Product gal. Wanderer at heart. Aspiring Social Entrepreneur.",2011-06-10 11:54:58,234,212,462,False,2020-12-14 18:43:39,one of the first vaccines receivers in the us momentous for science hope has arrivedcovid covidvaccine ,"['COVID19', 'CovidVaccine']",Twitter Web App,0,0,False,0.3333333333333333,0.25,Positive
1338554046957936646,Jennifer Robson,"Portsmouth, England","Respiratory Specialist Physiotherapist with an interest in NIV , Tracheobronchomalacia, Excessive Dynamic Airways Collapse, COPD,  and Bronchiectasis",2012-11-24 04:14:20,197,204,1135,False,2020-12-14 18:38:48,half way there covid covidvaccine vaccination pfizervaccine pfizerbiontech ,"['COVID19', 'CovidVaccine', 'vaccination', 'Pfizervaccine', 'PfizerBioNTech']",Twitter for Android,0,4,False,0.16666666666666666,-0.16666666666666666,Negative
1338552779640627204,Francesco Moscone,"England, Italy ",Economist interested in #health #healthcare #creditrisk #bigdata #network #econometrics . #cambridge #london #pescara #venezia #abruzzo #essex,2011-05-22 07:58:30,1693,989,8952,False,2020-12-14 18:33:46,cant wait to take my kids towards herd immunity   vaccines pfizerbiontech ,"['vaccines', 'PfizerBioNTech']",Twitter for iPhone,0,0,False,0.0,0.0,Neutral
1338551175587786752,India Blooms,India,A news and reference portal on India and a 24X7 news service,2009-10-10 11:19:34,16816,2448,20,False,2020-12-14 18:27:23,toronto to receive ontarios st doses of pfizer covid vaccine todayontario ,['Ontario'],Twitter Web App,0,0,False,0.0,0.0,Neutral
1338548332218630144,Evan Webeck,Oakland,S̶p̶o̶r̶t̶s̶ coronavirus reporter for @mercnews/@EastBayTimes. Formerly @seattletimes ⛰. Contact: ewebeck@bayareanewsgroup.com.,2013-12-02 20:20:02,1296,543,10844,True,2020-12-14 18:16:06,there is some good news the first doses of the pfizerbiontech vaccine arrived in california last nightgov gav ,['PfizerBioNTech'],TweetDeck,0,1,False,0.3333333333333333,0.31666666666666665,Positive
1338546341404930050,Human_9.0,Madchester,"Fighting For Freedom 🇬🇧 🇺🇸 🇨🇦 🇦🇺 🇳🇿
I'm not a Q, left or right. I'm neutral.",2020-10-07 20:38:10,590,987,7609,False,2020-12-14 18:08:11,where is the pandemic  pcrgate condemic billgatesisnotadoctor pfizerbiontech moderna astrazeneca ,"['PCRGATE', 'Condemic', 'BillGatesIsNotADoctor', 'PfizerBioNTech', 'Moderna', 'AstraZeneca']",Twitter Web App,0,2,False,0.0,0.0,Neutral
1338542633354924035,Kraken-Elect AsuAdanac 🇨🇦💙,Canada,"Experience is what you have the moment after you needed it most. If what I'm doing injures you I'll stop. If it offends or bothers you, I don't give a sh*t.",2018-01-14 23:15:31,731,782,15276,False,2020-12-14 17:53:27,pfizerbiontech  just wondering has every pfizer employee all the way to the boardroom been vaccinated yet,['PfizerBioNTech'],Twitter Web App,0,3,False,0.0,0.0,Neutral
1338539742888079360,Julie Dzerowicz,"Davenport, Toronto",Your Member of Parliament for Davenport. #DavenportTO,2013-10-06 21:34:47,8131,685,3066,True,2020-12-14 17:41:58,last night the first covidvaccines arrived in canada and as we speak the first of the vaccines are being admin ,['COVID19Vaccines'],TweetDeck,4,15,False,0.24444444444444444,0.16666666666666666,Positive
1338535849781301248,Ryan Phillips,"Chicago, IL",Commercial real estate tenant advisory based in Chicago and servicing clients globally,2019-02-04 18:25:05,102,147,29,False,2020-12-14 17:26:30,happy cold chain day  the only way to get a vaccine distributed across the county coldchain pfizerbiontech industrial cre,"['coldchain', 'PfizerBioNTech', 'industrial', 'cre']",Twitter for iPhone,0,1,False,1.0,0.0666666666666667,Positive
1338532479871946752,Katie Crowfoot,"Leicester, England","Team Leader Occupational Therapist for Adult Mental with a special interest in LD, ASD & PD. All my views shared are my own.",2017-04-28 06:48:22,243,171,1385,False,2020-12-14 17:13:06,received my first dose of the covidvaccine pfizerbiontech today i feel very privileged amp lucky to have this to p ,"['CovidVaccine', 'PfizerBioNTech']",Twitter for Android,3,25,False,0.48888888888888893,0.2611111111111111,Positive
1338530691684843526,IANS Tweets,New Delhi,India's largest independent News Agency,2010-05-08 13:21:45,59733,45,103,True,2020-12-14 17:06:00,with several countries including the us and the uk now approving the use of pfizerbiontechs covidvaccine ,"['PfizerBioNTech', 'COVID19Vaccine']",Twitter Web App,2,5,False,0.0,0.0,Neutral
1338514087005794305,AFP News Agency,France,Top news and features from AFP's reporters around the world. Elsewhere on Twitter: https://t.co/4pIm8k2HLC,2011-09-27 00:35:10,1953417,618,2338,True,2020-12-14 16:00:01,update a nurse in new york city on monday became the first person in the united states to receive the coronavirus ,['UPDATE'],TweetDeck,7,21,False,0.3939393939393939,0.19318181818181818,Positive
1338504763235831814,Nicole Osei,"Dallas, TX","@WBAP247NEWS Morning Drive Anchor/Reporter , @570KLIF Reporter, Fitness Enthusiast, Health Food Lover",2016-08-14 23:21:14,741,460,1240,False,2020-12-14 15:22:58,new  has received its first shipment of pfizerbiontechs covid vaccine front line healthcare ,"['NEW', 'PfizerBioNTech', 'COVID19']",Twitter Web App,1,2,False,0.3939393939393939,0.19318181818181818,Positive
1338501064878854150,Florida Man 🎄,"Lakeland, FL","Father, Husband, Gamer, Food connoisseur, 🎶 🇺🇸",2013-01-31 05:43:17,85,430,4683,False,2020-12-14 15:08:16,its kind of surreal that the vaccine is dropping today pfizerbiontech,['PfizerBioNTech'],Twitter for iPhone,0,1,False,0.95,0.425,Positive
